Data_Hora,LBA10CP001,LBA10CP951A,LBA10CF001A,LBA10CF001B,LAB60CT002,LAB60CT003,LBA10CF901,JEA10CL901,LAB60CF901,LAB60CF001A,LAB60CF001B
27/07/2022 05:30:00,74.17117,74.21969,289.86044,291.14368,189.48476,189.79422,0.00,12.20465,0.00,1.61123,1.044445999
27/07/2022 05:36:00,73.86739,73.89593,291.09982,292.39029,189.44197,189.75154,0.00,12.21833,0.00,1.55925,1.384299779
27/07/2022 05:42:00,74.26663,74.29739,290.68668,292.07864,189.44197,189.77287,0.00,12.20465,0.00,1.61123,1.294252044
27/07/2022 05:48:00,74.16248,74.19379,291.56458,292.70197,189.39917,189.75154,0.00,12.23948,0.00,1.55925,1.043355128
27/07/2022 05:54:00,74.14513,74.16789,290.42847,291.87085,189.52756,189.8369,0.00,12.21398,0.00,1.29938,1.286450243
27/07/2022 06:00:00,73.77193,73.81822,290.37683,291.5592,189.48476,189.79422,0.00,12.24757,0.00,1.35135,2.021445815
27/07/2022 06:06:00,73.50288,73.53331,290.53177,291.81891,189.52756,189.85825,0.00,12.23077,0.00,1.50728,0.832788951
27/07/2022 06:12:00,74.75266,74.76362,291.40967,292.70197,189.44197,189.79422,0.00,12.21522,0.00,1.61123,1.254510421
27/07/2022 06:18:00,74.29267,74.3233,290.53177,292.13058,189.46336,189.75154,0.00,12.22766,0.00,1.50728,0.983177862
27/07/2022 06:24:00,73.6157,73.64987,290.73834,291.87085,189.39917,189.75154,0.00,12.22206,0.00,1.61123,2.332577738
27/07/2022 06:30:00,74.01494,74.03839,290.3252,291.87085,189.48476,189.79422,0.00,12.21336,0.00,1.2474,1.112954103
27/07/2022 06:36:00,74.81341,74.84132,291.40967,292.75391,189.48476,189.79422,0.00,12.19905,0.00,1.35135,1.332872173
27/07/2022 06:42:00,74.35342,74.37511,290.42847,291.81891,189.46336,189.79422,0.00,12.2202,0.00,1.35135,2.209573325
27/07/2022 06:48:00,74.58775,74.62115,290.68668,291.92279,189.48476,189.79422,0.00,12.21398,0.00,1.55925,0.984199199
27/07/2022 06:54:00,73.85004,73.88298,290.3252,291.92279,189.46336,189.75154,0.00,12.23139,0.00,1.50728,1.774940709
27/07/2022 07:00:00,73.55495,73.58511,298.07135,299.35074,189.82715,190.11433,0.00,12.22455,0.00,1.8711,1.992794809
27/07/2022 07:06:00,73.33797,73.36496,309.38071,311.81717,191.43204,191.77902,0.00,12.2345,0.00,1.50728,0.526426414
27/07/2022 07:12:00,72.36592,72.39366,328.17798,326.46527,193.29372,193.63577,0.00,12.23575,0.00,1.35135,2.325826976
27/07/2022 07:18:00,73.16439,73.20955,334.47818,335.29568,194.72742,195.04434,0.00,12.22828,0.00,1.40333,2.294657988
27/07/2022 07:24:00,71.68027,71.73318,341.13989,342.2561,195.81876,196.19681,0.00,12.23948,0.00,1.55925,2.110733054
27/07/2022 07:30:00,71.06406,71.11156,356.47723,357.52753,197.38086,197.71208,0.00,12.20776,0.00,1.55925,0.847850648
27/07/2022 07:36:00,70.7603,70.8137,369.54236,370.40952,198.90015,199.20602,0.00,12.22891,0.00,1.29938,1.412355358
27/07/2022 07:42:00,69.73617,69.80355,382.45258,382.87598,200.52644,200.84937,0.00,12.21646,0.00,1.19543,1.413788433
27/07/2022 07:48:00,68.66865,68.71571,397.42847,397.83575,202.00296,202.27927,0.00,12.21709,0.00,1.61123,2.44241144
27/07/2022 07:54:00,68.29545,68.37899,409.25424,410.25024,203.43666,203.77321,0.00,12.19469,0.00,1.35135,1.545641366
27/07/2022 08:00:00,67.6532,67.73146,422.11282,423.13226,204.69919,205.01105,0.00,12.21771,0.00,1.50728,2.041575636
27/07/2022 08:06:00,66.84605,66.94147,430.16882,431.23541,205.36255,205.73666,0.00,12.20216,0.00,1.2474,1.698410835
27/07/2022 08:12:00,67.17585,67.26524,432.02786,433.10541,205.59792,205.86473,0.00,12.22517,0.00,1.50728,1.908808523
27/07/2022 08:18:00,67.13245,67.21343,434.09351,435.1312,205.38394,205.69398,0.00,12.21336,0.00,1.40333,0.83003502
27/07/2022 08:24:00,66.92416,66.98032,434.30005,435.3909,205.12715,205.3952,0.00,12.21833,0.00,1.2474,1.920386563
27/07/2022 08:30:00,67.6098,67.67966,432.95743,434.19623,204.87038,205.18178,0.00,12.20216,0.00,1.29938,1.970104775
27/07/2022 08:36:00,67.4883,67.589,432.02786,433.26123,204.82758,205.1391,0.00,12.2258,0.00,1.29938,0.420740079
27/07/2022 08:42:00,66.99359,67.08393,433.68039,434.55984,204.87038,205.18178,0.00,12.23015,0.00,1.29938,1.866706071
27/07/2022 08:48:00,66.9068,66.99328,432.28607,433.72873,204.87038,205.18178,0.00,12.21149,0.00,1.4553,0.617856904
27/07/2022 08:54:00,67.52301,67.61491,432.95743,433.93649,204.87038,205.18178,0.00,12.20091,0.00,1.50728,2.49759225
27/07/2022 09:00:00,67.05434,67.17458,431.66641,432.79376,204.87038,205.1391,0.00,12.23637,0.00,1.61123,2.572512769
27/07/2022 09:06:00,67.14981,67.22639,433.62875,434.45593,204.87038,205.22446,0.00,12.22144,0.00,1.8711,2.148943065
27/07/2022 09:12:00,67.28867,67.4336,430.37537,431.18347,204.87038,205.18178,0.00,12.21273,0.00,1.6632,1.710897781
27/07/2022 09:18:00,67.20189,67.30409,438.79285,439.4425,209.89905,210.26117,0.00,12.21958,0.00,1.55925,2.113826458
27/07/2022 09:24:00,67.75735,67.83507,434.91977,436.22202,210.36981,210.68802,0.00,12.20589,0.00,1.55925,0.570384675
27/07/2022 09:30:00,67.21925,67.30409,435.64273,436.7934,210.28421,210.60265,0.00,12.23202,0.00,1.61123,1.235561935
27/07/2022 09:36:00,67.41886,67.5113,438.79285,439.65027,210.32701,210.68802,0.00,12.20154,0.00,1.55925,1.244250623
27/07/2022 09:42:00,67.4883,67.60196,434.55829,435.3909,210.28421,210.60265,0.00,12.20589,0.00,1.50728,1.77587506
27/07/2022 09:48:00,67.14981,67.26524,433.68039,435.02731,210.24142,210.55997,0.00,12.2258,0.00,1.55925,0.701768573
