Data_Hora;LBA10CP001;LBA10CP951A;LBA10CF001A;LBA10CF001B;LAB60CT002;LAB60CT003;LBA10CF901;JEA10CL901;LAB60CF901;LAB60CF001A;LAB60CF001B
27/07/2022 17:42;65.44872;65.60757;481.13837;482.0882;213.96478;214.25212;465.6971489;12.20402;1.989737333;1.61123;2.33033
27/07/2022 17:48;65.00609;65.21905;483.35895;484.84122;213.96478;214.27347;466.4319601;12.22206;1.99004088;1.50728;2.43493
27/07/2022 17:54;65.01477;65.1284;484.44339;485.72421;214.05038;214.38017;467.2144922;12.22393;1.435946337;1.55925;1.28539
27/07/2022 18:00;65.48344;65.67233;486.97379;488.47723;214.11458;214.42285;471.8093689;12.23015;1.38529198;1.40333;1.34107
27/07/2022 18:06;65.40532;65.55576;484.90817;486.65921;214.17877;214.46553;469.5377524;12.21273;1.95923294;1.55925;2.32238
27/07/2022 18:12;65.28382;65.45216;483.927;485.2048;214.22156;214.50822;467.9075475;12.24695;1.494161653;1.40333;1.55694
27/07/2022 18:18;64.71967;64.84348;483.8237;485.25674;214.13597;214.46553;465.5271531;12.23015;1.253682771;1.40333;1.08036
27/07/2022 18:24;65.03213;65.232;489.60748;491.0744;214.30716;214.63628;472.5242386;12.2034;1.95621765;1.50728;2.36874
27/07/2022 18:30;65.414;65.55576;490.38211;491.5419;214.34996;214.67897;474.5603781;12.21895;1.244076692;1.50728;0.95767
27/07/2022 18:36;65.21438;65.40036;487.07709;488.47723;214.34996;214.63628;470.7630117;12.22766;1.445674459;1.55925;1.30514
27/07/2022 18:42;65.0408;65.1802;491.51822;492.94437;214.39275;214.67897;474.2576252;12.23513;1.300929815;1.61123;0.9664
27/07/2022 18:48;64.61553;64.77873;487.4386;488.63306;214.39275;214.7003;468.5447146;12.23388;1.766070422;1.61123;1.88814
27/07/2022 18:54;65.06684;65.232;492.86084;494.03519;214.47835;214.80701;475.5891888;12.22455;1.738421976;1.55925;1.88554
27/07/2022 19:00;64.92797;65.10249;492.6543;493.98325;214.52115;214.80701;474.9159173;12.23948;1.244007912;1.50728;0.95776
27/07/2022 19:06;64.81515;64.97299;493.22235;494.76242;214.52115;214.8497;475.0686003;12.2146;1.940786036;1.55925;2.28667
27/07/2022 19:12;64.74571;64.92119;493.01581;494.34686;214.64954;214.95641;474.5216912;12.21895;1.828291363;1.61123;2.01199
27/07/2022 19:18;65.26646;65.40036;493.79041;495.07407;214.77792;215.04176;477.2926027;12.20589;1.790536113;1.50728;2.04135
27/07/2022 19:24;64.91061;65.06364;493.27402;495.12601;214.77792;215.1058;475.6492772;12.23326;1.446264018;1.4553;1.41104
27/07/2022 19:30;64.81515;64.92119;496.47574;498.03485;214.77792;215.06311;478.0996693;12.20154;1.833179943;1.61123;2.02193
